date_scrape,search_word,channel_subs,views,num_comments,num_likes,unique_channels
2021-04-03,tron crypto,89831.11111111111,38244.6,989.75,1527.9,10
2021-04-03,dai crypto,7318.625,690.5,13.3,48.2,10
2021-04-03,monero,127232.0,24894.9,379.1111111111111,1450.0,10
2021-04-03,dogecoin,632317.0,90224.2,807.8888888888889,3380.0,10
2021-04-03,chainlink,278400.0,80993.0,1025.0,4600.0,10
2021-04-03,cardano,651600.0,273179.9,1554.3,14640.0,10
2021-04-03,eos crypto,84790.0,37624.7,416.77777777777777,2121.6,10
2021-04-03,ethereum,945555.5555555555,289918.44444444444,2437.777777777778,13833.333333333334,9
2021-04-04,dai crypto,7336.375,696.1,26.75,48.7,10
2021-04-04,bitcoin,3775888.888888889,684783.0,5357.25,24477.777777777777,9
2021-04-04,algorand,186400.0,33449.833333333336,480.2,1368.5,6
2021-04-04,cardano,631857.1428571428,305706.0,1573.75,16557.14285714286,7
2021-04-04,ripple,354500.0,139700.1,1193.875,4330.0,10
2021-04-04,stellar crypto,74621.25,29939.666666666668,329.3333333333333,1509.6666666666667,9
2021-04-04,dogecoin,632798.0,93120.5,742.875,3640.0,10
2021-04-04,filecoin,193733.33333333334,34438.6,380.0,2325.6666666666665,10
2021-04-04,eos crypto,85770.0,37815.8,417.0,2132.4,10
2021-04-04,tezos,21246.8,4717.3,55.0,165.6,10
2021-04-04,cosmos crypto,175675.0,60395.333333333336,438.6666666666667,3078.3333333333335,6
2021-04-04,chainlink,279900.0,81252.9,905.5555555555555,4620.0,10
2021-04-04,ethereum,948000.0,290951.3333333333,2205.875,13944.444444444445,9
2021-04-04,tron crypto,90779.0,39722.0,1013.3,1680.0,10
2021-04-04,monero,128064.0,25354.2,348.2,1464.1,10
2021-04-04,dot crypto,466070.0,101833.6,632.875,4990.0,10
2021-04-04,litecoin,169444.57142857142,69786.71428571429,1066.0,3036.4285714285716,7
2021-04-05,algorand,121356.0,23246.9,135.16666666666666,979.9,10
2021-04-05,monero,238020.0,45861.8,1123.5,2671.2,5
2021-04-05,ripple,408566.6666666667,158153.83333333334,366.0,3483.3333333333335,6
2021-04-05,eos crypto,92190.0,40389.3,639.25,2193.7,10
2021-04-05,dot crypto,659500.0,130684.83333333333,711.6,6050.0,6
2021-04-05,dogecoin,659314.2857142857,132509.2857142857,816.4,5257.142857142857,7
2021-04-05,dai crypto,2662.1111111111113,286.7,10.777777777777779,18.9,10
2021-04-05,tron crypto,70175.0,44276.5,981.6666666666666,1766.6666666666667,6
2021-04-05,bitcoin,5558000.0,914588.8,9445.0,30460.0,5
2021-04-05,tezos,24474.285714285714,5819.428571428572,46.5,187.57142857142858,7
2021-04-05,cardano,691500.0,238854.83333333334,1413.0,13483.333333333334,6
2021-04-05,litecoin,261050.0,118919.25,1498.3333333333333,5550.0,4
2021-04-05,filecoin,206842.85714285713,44052.0,528.6666666666666,2600.0,7
2021-04-05,ethereum,723250.0,372947.5,2801.25,14250.0,4
2021-04-05,cosmos crypto,124767.0,34463.0,270.625,1755.0,10
2021-04-05,chainlink,301333.3333333333,79697.0,987.0,4370.0,10
2021-04-05,stellar crypto,62245.0,27979.0,292.6,1351.5,8
2021-04-06,ripple,426412.5,478725.77777777775,1066.7777777777778,7655.555555555556,9
2021-04-06,litecoin,231880.0,107660.2,1293.75,4980.0,5
2021-04-06,dot crypto,490866.6666666667,114023.55555555556,605.1666666666666,4833.333333333333,9
2021-04-06,bitcoin,5359000.0,980938.0,8243.75,26280.0,5
2021-04-06,filecoin,272833.3333333333,55373.333333333336,819.4,3400.0,6
2021-04-06,algorand,121525.0,23478.3,440.6,983.0,10
2021-04-06,chainlink,323888.8888888889,80237.0,726.2222222222222,4220.0,10
2021-04-06,stellar crypto,74500.0,31642.666666666668,273.0,1715.1666666666667,6
2021-04-06,tron crypto,65582.0,49151.0,1003.0,1760.0,5
2021-04-06,dai crypto,3822.3333333333335,371.5,15.0,22.8,10
2021-04-06,cardano,709600.0,218170.2,1400.3333333333333,11840.0,10
2021-04-06,eos crypto,89320.0,38497.5,396.3,2083.3,10
