date_scrape,user_name,retweet_count,favorite_count,account_followers,unique_users
2021-04-10,Bitcoin,381.5,2341.375,1917897.0,8
2021-04-10,chainlink,177.9,733.9,223973.0,10
2021-04-10,Filecoin,30.8,122.7,73133.9,10
2021-04-10,block_one_,52.0,180.9,209781.0,10
2021-04-10,Tronfoundation,398.75,976.375,724592.0,8
2021-04-10,StellarOrg,71.0,289.6,481104.0,10
2021-04-10,Algorand,52.0,234.5,79787.0,10
2021-04-10,Polkadot,88.9,514.2,283704.0,10
2021-04-10,Ripple,508.6,2134.4,1363460.0,10
2021-04-10,LTCFoundation,234.3,1113.8,160360.0,10
2021-04-10,monero,44.1,199.5,384391.0,10
2021-04-10,dogecoin,959.1666666666666,7598.5,706950.0,6
2021-04-10,MakerDAO,6.0,23.7,129794.0,10
2021-04-10,tezos,63.666666666666664,217.16666666666666,101067.0,6
2021-04-10,Cardano,128.75,803.625,380247.0,8
2021-04-11,tezos,63.666666666666664,219.5,101366.0,6
2021-04-11,Polkadot,96.0,541.1,286410.0,10
2021-04-11,LTCFoundation,236.9,1122.6,160963.0,10
2021-04-11,ethereum,37.0,186.0,894142.0,1
2021-04-11,block_one_,52.5,182.8,210000.0,10
2021-04-11,dogecoin,962.8333333333334,7617.0,711774.0,6
2021-04-11,Filecoin,27.4,111.1,73570.0,10
2021-04-11,cosmos,39.75,153.125,99892.0,8
2021-04-11,Algorand,56.9,251.4,80253.0,10
2021-04-11,MakerDAO,6.3,24.9,130175.0,10
2021-04-11,Bitcoin,384.25,2351.625,1926787.0,8
2021-04-11,chainlink,177.1,726.3,225413.0,10
